miner,config,batch_id,drift_score,drift_band,quality_score,base_contamination,adaptive_formula,effective_param,base_eps,corr_threshold
IsolationForest,"base=0.35,formula=fixed",8,0.0,low,0.6496598639455782,0.35,fixed,0.35,,
IsolationForest,"base=0.35,formula=fixed",9,1.0,high,0.648936170212766,0.35,fixed,0.35,,
IsolationForest,"base=0.35,formula=fixed",10,1.0,high,0.65,0.35,fixed,0.35,,
IsolationForest,"base=0.35,formula=linear_0.20",1,0.0,low,0.649438202247191,0.35,linear_0.20,0.35,,
IsolationForest,"base=0.35,formula=linear_0.20",2,0.011441085306892869,low,0.6479099678456592,0.35,linear_0.20,0.352288,,
IsolationForest,"base=0.35,formula=linear_0.20",3,0.0,low,0.650063051702396,0.35,linear_0.20,0.35,,
IsolationForest,"base=0.35,formula=linear_0.20",4,0.0,low,0.6521739130434783,0.35,linear_0.20,0.35,,
IsolationForest,"base=0.35,formula=linear_0.20",5,1.0,high,0.5076142131979695,0.35,linear_0.20,0.49,,
IsolationForest,"base=0.35,formula=linear_0.20",6,1.0,high,0.51,0.35,linear_0.20,0.49,,
IsolationForest,"base=0.35,formula=linear_0.20",7,0.0,low,0.6498754497647384,0.35,linear_0.20,0.35,,
IsolationForest,"base=0.35,formula=linear_0.20",8,0.0,low,0.6496598639455782,0.35,linear_0.20,0.35,,
IsolationForest,"base=0.35,formula=linear_0.20",9,1.0,high,0.5106382978723405,0.35,linear_0.20,0.49,,
IsolationForest,"base=0.35,formula=linear_0.20",10,1.0,high,0.51,0.35,linear_0.20,0.49,,
IsolationForest,"base=0.35,formula=linear_0.30",1,0.0,low,0.649438202247191,0.35,linear_0.30,0.35,,
IsolationForest,"base=0.35,formula=linear_0.30",2,0.011441085306892869,low,0.6463022508038585,0.35,linear_0.30,0.353432,,
IsolationForest,"base=0.35,formula=linear_0.30",3,0.0,low,0.650063051702396,0.35,linear_0.30,0.35,,
IsolationForest,"base=0.35,formula=linear_0.30",4,0.0,low,0.6521739130434783,0.35,linear_0.30,0.35,,
IsolationForest,"base=0.35,formula=linear_0.30",5,1.0,high,0.5076142131979695,0.35,linear_0.30,0.49,,
IsolationForest,"base=0.35,formula=linear_0.30",6,1.0,high,0.51,0.35,linear_0.30,0.49,,
IsolationForest,"base=0.35,formula=linear_0.30",7,0.0,low,0.6498754497647384,0.35,linear_0.30,0.35,,
IsolationForest,"base=0.35,formula=linear_0.30",8,0.0,low,0.6496598639455782,0.35,linear_0.30,0.35,,
IsolationForest,"base=0.35,formula=linear_0.30",9,1.0,high,0.5106382978723405,0.35,linear_0.30,0.49,,
IsolationForest,"base=0.35,formula=linear_0.30",10,1.0,high,0.51,0.35,linear_0.30,0.49,,
IsolationForest,"base=0.35,formula=linear_0.15",1,0.0,low,0.649438202247191,0.35,linear_0.15,0.35,,
IsolationForest,"base=0.35,formula=linear_0.15",2,0.011441085306892869,low,0.6479099678456592,0.35,linear_0.15,0.351716,,
IsolationForest,"base=0.35,formula=linear_0.15",3,0.0,low,0.650063051702396,0.35,linear_0.15,0.35,,
IsolationForest,"base=0.35,formula=linear_0.15",4,0.0,low,0.6521739130434783,0.35,linear_0.15,0.35,,
IsolationForest,"base=0.35,formula=linear_0.15",5,1.0,high,0.5076142131979695,0.35,linear_0.15,0.49,,
IsolationForest,"base=0.35,formula=linear_0.15",6,1.0,high,0.51,0.35,linear_0.15,0.49,,
IsolationForest,"base=0.35,formula=linear_0.15",7,0.0,low,0.6498754497647384,0.35,linear_0.15,0.35,,
IsolationForest,"base=0.35,formula=linear_0.15",8,0.0,low,0.6496598639455782,0.35,linear_0.15,0.35,,
IsolationForest,"base=0.35,formula=linear_0.15",9,1.0,high,0.5106382978723405,0.35,linear_0.15,0.49,,
IsolationForest,"base=0.35,formula=linear_0.15",10,1.0,high,0.51,0.35,linear_0.15,0.49,,
IsolationForest,"base=0.4,formula=fixed",1,0.0,low,0.6,0.4,fixed,0.4,,
IsolationForest,"base=0.4,formula=fixed",2,0.011441085306892869,low,0.5996784565916399,0.4,fixed,0.4,,
IsolationForest,"base=0.4,formula=fixed",3,0.0,low,0.6002522068095839,0.4,fixed,0.4,,
IsolationForest,"base=0.4,formula=fixed",4,0.0,low,0.6024844720496895,0.4,fixed,0.4,,
IsolationForest,"base=0.4,formula=fixed",5,1.0,high,0.5989847715736041,0.4,fixed,0.4,,
IsolationForest,"base=0.4,formula=fixed",6,1.0,high,0.6,0.4,fixed,0.4,,
IsolationForest,"base=0.4,formula=fixed",7,0.0,low,0.6000553556601163,0.4,fixed,0.4,,
IsolationForest,"base=0.4,formula=fixed",8,0.0,low,0.5986394557823129,0.4,fixed,0.4,,
IsolationForest,"base=0.4,formula=fixed",9,1.0,high,0.6,0.4,fixed,0.4,,
IsolationForest,"base=0.4,formula=fixed",10,1.0,high,0.6,0.4,fixed,0.4,,
IsolationForest,"base=0.4,formula=linear_0.20",1,0.0,low,0.6,0.4,linear_0.20,0.4,,
IsolationForest,"base=0.4,formula=linear_0.20",2,0.011441085306892869,low,0.597266881028939,0.4,linear_0.20,0.402288,,
IsolationForest,"base=0.4,formula=linear_0.20",3,0.0,low,0.6002522068095839,0.4,linear_0.20,0.4,,
IsolationForest,"base=0.4,formula=linear_0.20",4,0.0,low,0.6024844720496895,0.4,linear_0.20,0.4,,
IsolationForest,"base=0.4,formula=linear_0.20",5,1.0,high,0.5076142131979695,0.4,linear_0.20,0.49,,
IsolationForest,"base=0.4,formula=linear_0.20",6,1.0,high,0.51,0.4,linear_0.20,0.49,,
IsolationForest,"base=0.4,formula=linear_0.20",7,0.0,low,0.6000553556601163,0.4,linear_0.20,0.4,,
IsolationForest,"base=0.4,formula=linear_0.20",8,0.0,low,0.5986394557823129,0.4,linear_0.20,0.4,,
IsolationForest,"base=0.4,formula=linear_0.20",9,1.0,high,0.5106382978723405,0.4,linear_0.20,0.49,,
IsolationForest,"base=0.4,formula=linear_0.20",10,1.0,high,0.51,0.4,linear_0.20,0.49,,
IsolationForest,"base=0.4,formula=linear_0.30",1,0.0,low,0.6,0.4,linear_0.30,0.4,,
IsolationForest,"base=0.4,formula=linear_0.30",2,0.011441085306892869,low,0.5964630225080385,0.4,linear_0.30,0.403432,,
IsolationForest,"base=0.4,formula=linear_0.30",3,0.0,low,0.6002522068095839,0.4,linear_0.30,0.4,,
IsolationForest,"base=0.4,formula=linear_0.30",4,0.0,low,0.6024844720496895,0.4,linear_0.30,0.4,,
IsolationForest,"base=0.4,formula=linear_0.30",5,1.0,high,0.5076142131979695,0.4,linear_0.30,0.49,,
IsolationForest,"base=0.4,formula=linear_0.30",6,1.0,high,0.51,0.4,linear_0.30,0.49,,
IsolationForest,"base=0.4,formula=linear_0.30",7,0.0,low,0.6000553556601163,0.4,linear_0.30,0.4,,
IsolationForest,"base=0.4,formula=linear_0.30",8,0.0,low,0.5986394557823129,0.4,linear_0.30,0.4,,
IsolationForest,"base=0.4,formula=linear_0.30",9,1.0,high,0.5106382978723405,0.4,linear_0.30,0.49,,
IsolationForest,"base=0.4,formula=linear_0.30",10,1.0,high,0.51,0.4,linear_0.30,0.49,,
IsolationForest,"base=0.4,formula=linear_0.15",1,0.0,low,0.6,0.4,linear_0.15,0.4,,
IsolationForest,"base=0.4,formula=linear_0.15",2,0.011441085306892869,low,0.5980707395498392,0.4,linear_0.15,0.401716,,
IsolationForest,"base=0.4,formula=linear_0.15",3,0.0,low,0.6002522068095839,0.4,linear_0.15,0.4,,
IsolationForest,"base=0.4,formula=linear_0.15",4,0.0,low,0.6024844720496895,0.4,linear_0.15,0.4,,
IsolationForest,"base=0.4,formula=linear_0.15",5,1.0,high,0.5076142131979695,0.4,linear_0.15,0.49,,
IsolationForest,"base=0.4,formula=linear_0.15",6,1.0,high,0.51,0.4,linear_0.15,0.49,,
IsolationForest,"base=0.4,formula=linear_0.15",7,0.0,low,0.6000553556601163,0.4,linear_0.15,0.4,,
IsolationForest,"base=0.4,formula=linear_0.15",8,0.0,low,0.5986394557823129,0.4,linear_0.15,0.4,,
IsolationForest,"base=0.4,formula=linear_0.15",9,1.0,high,0.5106382978723405,0.4,linear_0.15,0.49,,
IsolationForest,"base=0.4,formula=linear_0.15",10,1.0,high,0.51,0.4,linear_0.15,0.49,,
IsolationForest,"base=0.45,formula=fixed",1,0.0,low,0.550561797752809,0.45,fixed,0.45,,
IsolationForest,"base=0.45,formula=fixed",2,0.011441085306892869,low,0.54983922829582,0.45,fixed,0.45,,
IsolationForest,"base=0.45,formula=fixed",3,0.0,low,0.5498108448928121,0.45,fixed,0.45,,
IsolationForest,"base=0.45,formula=fixed",4,0.0,low,0.5527950310559007,0.45,fixed,0.45,,
IsolationForest,"base=0.45,formula=fixed",5,1.0,high,0.5482233502538071,0.45,fixed,0.45,,
IsolationForest,"base=0.45,formula=fixed",6,1.0,high,0.55,0.45,fixed,0.45,,
IsolationForest,"base=0.45,formula=fixed",7,0.0,low,0.5499584832549128,0.45,fixed,0.45,,
IsolationForest,"base=0.45,formula=fixed",8,0.0,low,0.5510204081632653,0.45,fixed,0.45,,
IsolationForest,"base=0.45,formula=fixed",9,1.0,high,0.548936170212766,0.45,fixed,0.45,,
IsolationForest,"base=0.45,formula=fixed",10,1.0,high,0.55,0.45,fixed,0.45,,
IsolationForest,"base=0.45,formula=linear_0.20",1,0.0,low,0.550561797752809,0.45,linear_0.20,0.45,,
IsolationForest,"base=0.45,formula=linear_0.20",2,0.011441085306892869,low,0.547427652733119,0.45,linear_0.20,0.452288,,
IsolationForest,"base=0.45,formula=linear_0.20",3,0.0,low,0.5498108448928121,0.45,linear_0.20,0.45,,
IsolationForest,"base=0.45,formula=linear_0.20",4,0.0,low,0.5527950310559007,0.45,linear_0.20,0.45,,
IsolationForest,"base=0.45,formula=linear_0.20",5,1.0,high,0.5076142131979695,0.45,linear_0.20,0.49,,
IsolationForest,"base=0.45,formula=linear_0.20",6,1.0,high,0.51,0.45,linear_0.20,0.49,,
IsolationForest,"base=0.45,formula=linear_0.20",7,0.0,low,0.5499584832549128,0.45,linear_0.20,0.45,,
IsolationForest,"base=0.45,formula=linear_0.20",8,0.0,low,0.5510204081632653,0.45,linear_0.20,0.45,,
IsolationForest,"base=0.45,formula=linear_0.20",9,1.0,high,0.5106382978723405,0.45,linear_0.20,0.49,,
IsolationForest,"base=0.45,formula=linear_0.20",10,1.0,high,0.51,0.45,linear_0.20,0.49,,
IsolationForest,"base=0.45,formula=linear_0.30",1,0.0,low,0.550561797752809,0.45,linear_0.30,0.45,,
IsolationForest,"base=0.45,formula=linear_0.30",2,0.011441085306892869,low,0.5466237942122186,0.45,linear_0.30,0.453432,,
IsolationForest,"base=0.45,formula=linear_0.30",3,0.0,low,0.5498108448928121,0.45,linear_0.30,0.45,,
IsolationForest,"base=0.45,formula=linear_0.30",4,0.0,low,0.5527950310559007,0.45,linear_0.30,0.45,,
IsolationForest,"base=0.45,formula=linear_0.30",5,1.0,high,0.5076142131979695,0.45,linear_0.30,0.49,,
IsolationForest,"base=0.45,formula=linear_0.30",6,1.0,high,0.51,0.45,linear_0.30,0.49,,
IsolationForest,"base=0.45,formula=linear_0.30",7,0.0,low,0.5499584832549128,0.45,linear_0.30,0.45,,
IsolationForest,"base=0.45,formula=linear_0.30",8,0.0,low,0.5510204081632653,0.45,linear_0.30,0.45,,
IsolationForest,"base=0.45,formula=linear_0.30",9,1.0,high,0.5106382978723405,0.45,linear_0.30,0.49,,
IsolationForest,"base=0.45,formula=linear_0.30",10,1.0,high,0.51,0.45,linear_0.30,0.49,,
IsolationForest,"base=0.45,formula=linear_0.15",1,0.0,low,0.550561797752809,0.45,linear_0.15,0.45,,
IsolationForest,"base=0.45,formula=linear_0.15",2,0.011441085306892869,low,0.5482315112540193,0.45,linear_0.15,0.451716,,
IsolationForest,"base=0.45,formula=linear_0.15",3,0.0,low,0.5498108448928121,0.45,linear_0.15,0.45,,
IsolationForest,"base=0.45,formula=linear_0.15",4,0.0,low,0.5527950310559007,0.45,linear_0.15,0.45,,
IsolationForest,"base=0.45,formula=linear_0.15",5,1.0,high,0.5076142131979695,0.45,linear_0.15,0.49,,
IsolationForest,"base=0.45,formula=linear_0.15",6,1.0,high,0.51,0.45,linear_0.15,0.49,,
IsolationForest,"base=0.45,formula=linear_0.15",7,0.0,low,0.5499584832549128,0.45,linear_0.15,0.45,,
IsolationForest,"base=0.45,formula=linear_0.15",8,0.0,low,0.5510204081632653,0.45,linear_0.15,0.45,,
IsolationForest,"base=0.45,formula=linear_0.15",9,1.0,high,0.5106382978723405,0.45,linear_0.15,0.49,,
IsolationForest,"base=0.45,formula=linear_0.15",10,1.0,high,0.51,0.45,linear_0.15,0.49,,
DBSCAN,"base=0.5,formula=fixed",1,0.0,low,0.75,,fixed,0.5,0.5,
DBSCAN,"base=0.5,formula=fixed",2,0.011441085306892869,low,0.96,,fixed,0.5,0.5,
DBSCAN,"base=0.5,formula=fixed",3,0.0,low,0.9814814814814815,,fixed,0.5,0.5,
DBSCAN,"base=0.5,formula=fixed",4,0.0,low,0.875,,fixed,0.5,0.5,
DBSCAN,"base=0.5,formula=fixed",5,1.0,high,0.0,,fixed,0.5,0.5,
DBSCAN,"base=0.5,formula=fixed",6,1.0,high,0.5,,fixed,0.5,0.5,
DBSCAN,"base=0.5,formula=fixed",7,0.0,low,0.75,,fixed,0.5,0.5,
DBSCAN,"base=0.5,formula=fixed",8,0.0,low,0.0,,fixed,0.5,0.5,
DBSCAN,"base=0.5,formula=fixed",9,1.0,high,0.0,,fixed,0.5,0.5,
DBSCAN,"base=0.5,formula=fixed",10,1.0,high,0.9473684210526315,,fixed,0.5,0.5,
DBSCAN,"base=0.5,formula=shrink_0.30",1,0.0,low,0.75,,shrink_0.30,0.5,0.5,
DBSCAN,"base=0.5,formula=shrink_0.30",2,0.011441085306892869,low,0.96,,shrink_0.30,0.498284,0.5,
DBSCAN,"base=0.5,formula=shrink_0.30",3,0.0,low,0.9814814814814815,,shrink_0.30,0.5,0.5,
DBSCAN,"base=0.5,formula=shrink_0.30",4,0.0,low,0.875,,shrink_0.30,0.5,0.5,
DBSCAN,"base=0.5,formula=shrink_0.30",5,1.0,high,0.0,,shrink_0.30,0.35,0.5,
DBSCAN,"base=0.5,formula=shrink_0.30",6,1.0,high,0.0,,shrink_0.30,0.35,0.5,
DBSCAN,"base=0.5,formula=shrink_0.30",7,0.0,low,0.75,,shrink_0.30,0.5,0.5,
DBSCAN,"base=0.5,formula=shrink_0.30",8,0.0,low,0.0,,shrink_0.30,0.5,0.5,
DBSCAN,"base=0.5,formula=shrink_0.30",9,1.0,high,0.0,,shrink_0.30,0.35,0.5,
DBSCAN,"base=0.5,formula=shrink_0.30",10,1.0,high,0.5,,shrink_0.30,0.35,0.5,
DBSCAN,"base=0.5,formula=shrink_0.50",1,0.0,low,0.75,,shrink_0.50,0.5,0.5,
DBSCAN,"base=0.5,formula=shrink_0.50",2,0.011441085306892869,low,0.96,,shrink_0.50,0.49714,0.5,
DBSCAN,"base=0.5,formula=shrink_0.50",3,0.0,low,0.9814814814814815,,shrink_0.50,0.5,0.5,
DBSCAN,"base=0.5,formula=shrink_0.50",4,0.0,low,0.875,,shrink_0.50,0.5,0.5,
DBSCAN,"base=0.5,formula=shrink_0.50",5,1.0,high,0.0,,shrink_0.50,0.25,0.5,
DBSCAN,"base=0.5,formula=shrink_0.50",6,1.0,high,0.0,,shrink_0.50,0.25,0.5,
DBSCAN,"base=0.5,formula=shrink_0.50",7,0.0,low,0.75,,shrink_0.50,0.5,0.5,
DBSCAN,"base=0.5,formula=shrink_0.50",8,0.0,low,0.0,,shrink_0.50,0.5,0.5,
DBSCAN,"base=0.5,formula=shrink_0.50",9,1.0,high,0.0,,shrink_0.50,0.25,0.5,
DBSCAN,"base=0.5,formula=shrink_0.50",10,1.0,high,0.0,,shrink_0.50,0.25,0.5,
DBSCAN,"base=0.5,formula=inverse_0.50",1,0.0,low,0.75,,inverse_0.50,0.5,0.5,
DBSCAN,"base=0.5,formula=inverse_0.50",2,0.011441085306892869,low,0.96,,inverse_0.50,0.497156,0.5,
DBSCAN,"base=0.5,formula=inverse_0.50",3,0.0,low,0.9814814814814815,,inverse_0.50,0.5,0.5,
DBSCAN,"base=0.5,formula=inverse_0.50",4,0.0,low,0.875,,inverse_0.50,0.5,0.5,
DBSCAN,"base=0.5,formula=inverse_0.50",5,1.0,high,0.0,,inverse_0.50,0.333333,0.5,
DBSCAN,"base=0.5,formula=inverse_0.50",6,1.0,high,0.0,,inverse_0.50,0.333333,0.5,
DBSCAN,"base=0.5,formula=inverse_0.50",7,0.0,low,0.75,,inverse_0.50,0.5,0.5,
DBSCAN,"base=0.5,formula=inverse_0.50",8,0.0,low,0.0,,inverse_0.50,0.5,0.5,
DBSCAN,"base=0.5,formula=inverse_0.50",9,1.0,high,0.0,,inverse_0.50,0.333333,0.5,
DBSCAN,"base=0.5,formula=inverse_0.50",10,1.0,high,0.5,,inverse_0.50,0.333333,0.5,
DBSCAN,"base=1.0,formula=fixed",1,0.0,low,0.875,,fixed,1.0,1.0,
DBSCAN,"base=1.0,formula=fixed",2,0.011441085306892869,low,0.9743589743589743,,fixed,1.0,1.0,
DBSCAN,"base=1.0,formula=fixed",3,0.0,low,0.9814814814814815,,fixed,1.0,1.0,
DBSCAN,"base=1.0,formula=fixed",4,0.0,low,0.9333333333333333,,fixed,1.0,1.0,
DBSCAN,"base=1.0,formula=fixed",5,1.0,high,0.875,,fixed,1.0,1.0,
DBSCAN,"base=1.0,formula=fixed",6,1.0,high,0.9333333333333333,,fixed,1.0,1.0,
DBSCAN,"base=1.0,formula=fixed",7,0.0,low,0.9833333333333333,,fixed,1.0,1.0,
DBSCAN,"base=1.0,formula=fixed",8,0.0,low,0.6666666666666666,,fixed,1.0,1.0,
DBSCAN,"base=1.0,formula=fixed",9,1.0,high,0.0,,fixed,1.0,1.0,
DBSCAN,"base=1.0,formula=fixed",10,1.0,high,0.98989898989899,,fixed,1.0,1.0,
DBSCAN,"base=1.0,formula=shrink_0.30",1,0.0,low,0.875,,shrink_0.30,1.0,1.0,
DBSCAN,"base=1.0,formula=shrink_0.30",2,0.011441085306892869,low,0.9743589743589743,,shrink_0.30,0.996568,1.0,
DBSCAN,"base=1.0,formula=shrink_0.30",3,0.0,low,0.9814814814814815,,shrink_0.30,1.0,1.0,
DBSCAN,"base=1.0,formula=shrink_0.30",4,0.0,low,0.9333333333333333,,shrink_0.30,1.0,1.0,
DBSCAN,"base=1.0,formula=shrink_0.30",5,1.0,high,0.6666666666666666,,shrink_0.30,0.7,1.0,
DBSCAN,"base=1.0,formula=shrink_0.30",6,1.0,high,0.9,,shrink_0.30,0.7,1.0,
DBSCAN,"base=1.0,formula=shrink_0.30",7,0.0,low,0.9833333333333333,,shrink_0.30,1.0,1.0,
DBSCAN,"base=1.0,formula=shrink_0.30",8,0.0,low,0.6666666666666666,,shrink_0.30,1.0,1.0,
DBSCAN,"base=1.0,formula=shrink_0.30",9,1.0,high,0.0,,shrink_0.30,0.7,1.0,
DBSCAN,"base=1.0,formula=shrink_0.30",10,1.0,high,0.9827586206896551,,shrink_0.30,0.7,1.0,
DBSCAN,"base=1.0,formula=shrink_0.50",1,0.0,low,0.875,,shrink_0.50,1.0,1.0,
DBSCAN,"base=1.0,formula=shrink_0.50",2,0.011441085306892869,low,0.9736842105263158,,shrink_0.50,0.994279,1.0,
DBSCAN,"base=1.0,formula=shrink_0.50",3,0.0,low,0.9814814814814815,,shrink_0.50,1.0,1.0,
DBSCAN,"base=1.0,formula=shrink_0.50",4,0.0,low,0.9333333333333333,,shrink_0.50,1.0,1.0,
DBSCAN,"base=1.0,formula=shrink_0.50",5,1.0,high,0.0,,shrink_0.50,0.5,1.0,
DBSCAN,"base=1.0,formula=shrink_0.50",6,1.0,high,0.5,,shrink_0.50,0.5,1.0,
DBSCAN,"base=1.0,formula=shrink_0.50",7,0.0,low,0.9833333333333333,,shrink_0.50,1.0,1.0,
DBSCAN,"base=1.0,formula=shrink_0.50",8,0.0,low,0.6666666666666666,,shrink_0.50,1.0,1.0,
DBSCAN,"base=1.0,formula=shrink_0.50",9,1.0,high,0.0,,shrink_0.50,0.5,1.0,
DBSCAN,"base=1.0,formula=shrink_0.50",10,1.0,high,0.9473684210526315,,shrink_0.50,0.5,1.0,
DBSCAN,"base=1.0,formula=inverse_0.50",1,0.0,low,0.875,,inverse_0.50,1.0,1.0,
DBSCAN,"base=1.0,formula=inverse_0.50",2,0.011441085306892869,low,0.9736842105263158,,inverse_0.50,0.994312,1.0,
DBSCAN,"base=1.0,formula=inverse_0.50",3,0.0,low,0.9814814814814815,,inverse_0.50,1.0,1.0,
DBSCAN,"base=1.0,formula=inverse_0.50",4,0.0,low,0.9333333333333333,,inverse_0.50,1.0,1.0,
DBSCAN,"base=1.0,formula=inverse_0.50",5,1.0,high,0.6666666666666666,,inverse_0.50,0.666667,1.0,
DBSCAN,"base=1.0,formula=inverse_0.50",6,1.0,high,0.8888888888888888,,inverse_0.50,0.666667,1.0,
DBSCAN,"base=1.0,formula=inverse_0.50",7,0.0,low,0.9833333333333333,,inverse_0.50,1.0,1.0,
DBSCAN,"base=1.0,formula=inverse_0.50",8,0.0,low,0.6666666666666666,,inverse_0.50,1.0,1.0,
DBSCAN,"base=1.0,formula=inverse_0.50",9,1.0,high,0.0,,inverse_0.50,0.666667,1.0,
DBSCAN,"base=1.0,formula=inverse_0.50",10,1.0,high,0.9814814814814815,,inverse_0.50,0.666667,1.0,
DBSCAN,"base=1.5,formula=fixed",1,0.0,low,0.9230769230769231,,fixed,1.5,1.5,
DBSCAN,"base=1.5,formula=fixed",2,0.011441085306892869,low,0.9642857142857143,,fixed,1.5,1.5,
DBSCAN,"base=1.5,formula=fixed",3,0.0,low,0.9767441860465116,,fixed,1.5,1.5,
DBSCAN,"base=1.5,formula=fixed",4,0.0,low,0.9230769230769231,,fixed,1.5,1.5,
DBSCAN,"base=1.5,formula=fixed",5,1.0,high,0.9090909090909091,,fixed,1.5,1.5,
DBSCAN,"base=1.5,formula=fixed",6,1.0,high,0.9565217391304348,,fixed,1.5,1.5,
DBSCAN,"base=1.5,formula=fixed",7,0.0,low,0.9871794871794872,,fixed,1.5,1.5,
DBSCAN,"base=1.5,formula=fixed",8,0.0,low,0.8,,fixed,1.5,1.5,
DBSCAN,"base=1.5,formula=fixed",9,1.0,high,0.8,,fixed,1.5,1.5,
DBSCAN,"base=1.5,formula=fixed",10,1.0,high,0.9827586206896551,,fixed,1.5,1.5,
DBSCAN,"base=1.5,formula=shrink_0.30",1,0.0,low,0.9230769230769231,,shrink_0.30,1.5,1.5,
DBSCAN,"base=1.5,formula=shrink_0.30",2,0.011441085306892869,low,0.9642857142857143,,shrink_0.30,1.494852,1.5,
DBSCAN,"base=1.5,formula=shrink_0.30",3,0.0,low,0.9767441860465116,,shrink_0.30,1.5,1.5,
DBSCAN,"base=1.5,formula=shrink_0.30",4,0.0,low,0.9230769230769231,,shrink_0.30,1.5,1.5,
DBSCAN,"base=1.5,formula=shrink_0.30",5,1.0,high,0.9,,shrink_0.30,1.05,1.5,
DBSCAN,"base=1.5,formula=shrink_0.30",6,1.0,high,0.9444444444444444,,shrink_0.30,1.05,1.5,
DBSCAN,"base=1.5,formula=shrink_0.30",7,0.0,low,0.9871794871794872,,shrink_0.30,1.5,1.5,
DBSCAN,"base=1.5,formula=shrink_0.30",8,0.0,low,0.8,,shrink_0.30,1.5,1.5,
DBSCAN,"base=1.5,formula=shrink_0.30",9,1.0,high,0.0,,shrink_0.30,1.05,1.5,
DBSCAN,"base=1.5,formula=shrink_0.30",10,1.0,high,0.989010989010989,,shrink_0.30,1.05,1.5,
DBSCAN,"base=1.5,formula=shrink_0.50",1,0.0,low,0.9230769230769231,,shrink_0.50,1.5,1.5,
DBSCAN,"base=1.5,formula=shrink_0.50",2,0.011441085306892869,low,0.9629629629629629,,shrink_0.50,1.491419,1.5,
DBSCAN,"base=1.5,formula=shrink_0.50",3,0.0,low,0.9767441860465116,,shrink_0.50,1.5,1.5,
DBSCAN,"base=1.5,formula=shrink_0.50",4,0.0,low,0.9230769230769231,,shrink_0.50,1.5,1.5,
DBSCAN,"base=1.5,formula=shrink_0.50",5,1.0,high,0.6666666666666666,,shrink_0.50,0.75,1.5,
DBSCAN,"base=1.5,formula=shrink_0.50",6,1.0,high,0.9375,,shrink_0.50,0.75,1.5,
DBSCAN,"base=1.5,formula=shrink_0.50",7,0.0,low,0.9871794871794872,,shrink_0.50,1.5,1.5,
DBSCAN,"base=1.5,formula=shrink_0.50",8,0.0,low,0.8,,shrink_0.50,1.5,1.5,
DBSCAN,"base=1.5,formula=shrink_0.50",9,1.0,high,0.0,,shrink_0.50,0.75,1.5,
DBSCAN,"base=1.5,formula=shrink_0.50",10,1.0,high,0.9866666666666667,,shrink_0.50,0.75,1.5,
DBSCAN,"base=1.5,formula=inverse_0.50",1,0.0,low,0.9230769230769231,,inverse_0.50,1.5,1.5,
DBSCAN,"base=1.5,formula=inverse_0.50",2,0.011441085306892869,low,0.9629629629629629,,inverse_0.50,1.491468,1.5,
DBSCAN,"base=1.5,formula=inverse_0.50",3,0.0,low,0.9767441860465116,,inverse_0.50,1.5,1.5,
DBSCAN,"base=1.5,formula=inverse_0.50",4,0.0,low,0.9230769230769231,,inverse_0.50,1.5,1.5,
DBSCAN,"base=1.5,formula=inverse_0.50",5,1.0,high,0.875,,inverse_0.50,1.0,1.5,
DBSCAN,"base=1.5,formula=inverse_0.50",6,1.0,high,0.9333333333333333,,inverse_0.50,1.0,1.5,
DBSCAN,"base=1.5,formula=inverse_0.50",7,0.0,low,0.9871794871794872,,inverse_0.50,1.5,1.5,
DBSCAN,"base=1.5,formula=inverse_0.50",8,0.0,low,0.8,,inverse_0.50,1.5,1.5,
DBSCAN,"base=1.5,formula=inverse_0.50",9,1.0,high,0.0,,inverse_0.50,1.0,1.5,
DBSCAN,"base=1.5,formula=inverse_0.50",10,1.0,high,0.98989898989899,,inverse_0.50,1.0,1.5,
DBSCAN,"base=2.0,formula=fixed",1,0.0,low,0.8888888888888888,,fixed,2.0,2.0,
DBSCAN,"base=2.0,formula=fixed",2,0.011441085306892869,low,0.9411764705882353,,fixed,2.0,2.0,
DBSCAN,"base=2.0,formula=fixed",3,0.0,low,0.9565217391304348,,fixed,2.0,2.0,
DBSCAN,"base=2.0,formula=fixed",4,0.0,low,0.9285714285714286,,fixed,2.0,2.0,
DBSCAN,"base=2.0,formula=fixed",5,1.0,high,0.9,,fixed,2.0,2.0,
DBSCAN,"base=2.0,formula=fixed",6,1.0,high,0.96,,fixed,2.0,2.0,
DBSCAN,"base=2.0,formula=fixed",7,0.0,low,0.9838709677419355,,fixed,2.0,2.0,
DBSCAN,"base=2.0,formula=fixed",8,0.0,low,0.8888888888888888,,fixed,2.0,2.0,
DBSCAN,"base=2.0,formula=fixed",9,1.0,high,0.875,,fixed,2.0,2.0,
DBSCAN,"base=2.0,formula=fixed",10,1.0,high,0.9722222222222222,,fixed,2.0,2.0,
DBSCAN,"base=2.0,formula=shrink_0.30",1,0.0,low,0.8888888888888888,,shrink_0.30,2.0,2.0,
DBSCAN,"base=2.0,formula=shrink_0.30",2,0.011441085306892869,low,0.9411764705882353,,shrink_0.30,1.993135,2.0,
DBSCAN,"base=2.0,formula=shrink_0.30",3,0.0,low,0.9565217391304348,,shrink_0.30,2.0,2.0,
DBSCAN,"base=2.0,formula=shrink_0.30",4,0.0,low,0.9285714285714286,,shrink_0.30,2.0,2.0,
DBSCAN,"base=2.0,formula=shrink_0.30",5,1.0,high,0.9090909090909091,,shrink_0.30,1.4,2.0,
